predicted_category,confidence,total_ingredients,abrasive_scrub,absorbent_mattifier,anti-acne,antimicrobial_antibacterial,antioxidant,astringent,buffering,cell-communicating_ingredient,chelating,colorant,deodorant,emollient,emulsifying,emulsion_stabilising,exfoliant,moisturizer_humectant,perfuming,preservative,skin_brightening,skin-identical_ingredient,solvent,soothing,sunscreen,surfactant_cleansing,viscosity_controlling,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary,superstar_count,goodie_count,icky_count,superstar_percentage,goodie_percentage,icky_percentage,avg_irritancy,max_irritancy,avg_comedogenicity,max_comedogenicity,safety_concern_ingredients,function_diversity,total_functions,avg_functions_per_ingredient
Face Moisturizer,0.8,34,0,0,0,0,2,0,3,3,1,0,0,6,3,0,0,0,3,2,0,3,4,0,0,0,4,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,9,3,0.029411764705882353,0.2647058823529412,0.08823529411764706,0.5833333333333334,3,1.25,5,4,11,34,1.0
Face Serum,1.0,45,0,0,1,0,6,0,2,3,1,0,0,11,6,0,0,0,9,3,1,1,3,2,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,7,7,0.06666666666666667,0.15555555555555556,0.15555555555555556,0.6923076923076923,3,1.2307692307692308,3,5,14,52,1.1555555555555554
Face Serum,0.95,44,0,0,1,0,6,0,1,2,1,0,0,16,4,0,0,0,8,5,1,3,2,6,0,0,6,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,13,2,0.045454545454545456,0.29545454545454547,0.045454545454545456,0.6875,3,1.625,5,6,14,62,1.4090909090909092
Face Moisturizer,0.8,53,0,0,1,0,4,0,2,5,1,0,0,13,5,0,0,0,3,4,0,7,8,0,0,0,6,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,15,2,0.018867924528301886,0.2830188679245283,0.03773584905660377,0.6666666666666666,3,1.0833333333333333,3,3,12,59,1.1132075471698113
Face Moisturizer,0.8235294117647058,50,0,0,0,0,1,0,3,3,3,0,0,13,8,0,1,0,1,3,0,3,5,0,0,0,13,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,2,13,0,0.04,0.26,0.0,0.9411764705882353,3,1.6470588235294117,5,6,12,57,1.14
Face Moisturizer,1.0,83,0,0,0,0,6,0,0,0,0,10,0,25,7,0,0,0,15,1,0,1,3,3,0,0,9,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,10,12,0.012048192771084338,0.12048192771084337,0.14457831325301204,0.6666666666666666,3,0.9523809523809523,3,6,10,80,0.963855421686747
Face Toner,0.95,18,0,0,1,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,5,0,0.1111111111111111,0.2777777777777778,0.0,0.0,0,0.5,1,0,8,18,1.0
Face Mask,0.95,42,0,0,0,0,2,0,2,1,2,1,0,13,4,0,0,0,2,4,0,2,3,0,0,0,5,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,6,1,0.023809523809523808,0.14285714285714285,0.023809523809523808,0.6428571428571429,3,1.5,4,4,12,41,0.9761904761904762
Face Cleanser,0.95,47,0,0,0,0,6,0,1,0,1,0,0,16,10,0,0,0,5,2,4,4,3,2,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,11,1,0.0425531914893617,0.23404255319148937,0.02127659574468085,0.6428571428571429,3,1.7857142857142858,3,5,12,59,1.2553191489361701
Face Serum,0.95,24,0,0,0,0,1,0,1,0,0,0,0,6,3,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,5,0,0.041666666666666664,0.20833333333333334,0.0,1.2,3,2.0,3,3,9,22,0.9166666666666666
Face Moisturizer,0.95,44,0,0,1,0,5,0,1,2,1,0,0,7,2,0,0,0,5,9,1,2,5,2,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,8,2,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.5454545454545454,3,1.1818181818181819,3,4,14,46,1.0454545454545454
Face Moisturizer,1.0,45,0,0,0,0,2,0,0,0,0,9,0,15,6,0,0,0,8,2,0,0,2,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,4,5,0.0,0.08888888888888889,0.1111111111111111,0.5,3,1.25,3,5,8,52,1.1555555555555554
Face Serum,0.95,45,0,0,0,0,1,0,2,0,1,0,0,9,5,0,0,0,10,2,0,1,3,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,8,8,0.022222222222222223,0.17777777777777778,0.17777777777777778,0.8333333333333334,3,1.6666666666666667,3,4,11,36,0.8
Face Serum,0.95,27,0,0,0,0,1,0,0,0,1,3,0,5,1,0,0,0,3,1,0,1,4,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,3,2,0.037037037037037035,0.1111111111111111,0.07407407407407407,1.0,3,1.2,3,3,10,23,0.8518518518518519
Face Moisturizer,1.0,42,0,0,0,0,5,0,0,1,0,0,0,11,6,0,0,0,2,2,0,2,2,3,0,0,6,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,11,0,0.023809523809523808,0.2619047619047619,0.0,0.9285714285714286,3,1.5,4,5,10,40,0.9523809523809523
Face Moisturizer,0.95,42,0,0,0,0,1,0,3,0,1,0,0,10,4,0,0,0,7,3,0,2,4,1,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,4,5,0.023809523809523808,0.09523809523809523,0.11904761904761904,0.8571428571428571,3,2.0,3,4,11,41,0.9761904761904762
Face Serum,0.95,24,0,0,1,0,2,0,0,2,0,0,0,4,1,0,0,0,1,4,2,3,2,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,8,0,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,2,0.6666666666666666,3,1,12,26,1.0833333333333333
Brightening Treatment,0.95,36,0,0,0,0,7,0,2,2,1,1,0,13,5,0,0,0,4,2,0,2,3,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,10,0,0.027777777777777776,0.2777777777777778,0.0,0.7777777777777778,3,1.7777777777777777,3,4,12,44,1.2222222222222223
Face Moisturizer,0.8,52,0,0,0,0,7,0,4,1,0,0,0,14,3,0,1,0,8,4,1,3,3,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,3,9,5,0.057692307692307696,0.17307692307692307,0.09615384615384616,0.9090909090909091,3,2.0,5,5,12,54,1.0384615384615385
Face Moisturizer,0.8,37,0,0,0,0,3,0,1,1,1,0,0,12,2,0,0,0,5,3,0,1,3,4,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,8,1,0.02702702702702703,0.21621621621621623,0.02702702702702703,1.2857142857142858,3,2.142857142857143,3,5,12,39,1.054054054054054
Face Serum,0.95,31,0,0,0,0,1,0,0,0,1,3,0,6,1,0,0,0,7,1,0,1,4,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,6,6,0.03225806451612903,0.1935483870967742,0.1935483870967742,0.7142857142857143,3,1.2857142857142858,3,4,10,28,0.9032258064516129
Face Moisturizer,1.0,38,0,0,0,0,4,0,0,3,0,0,0,20,3,0,0,0,4,2,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,14,0,0.0,0.3684210526315789,0.0,0.8888888888888888,3,1.7777777777777777,3,5,9,42,1.105263157894737
Face Moisturizer,1.0,28,0,0,0,0,4,0,3,0,1,0,0,9,3,0,3,0,2,1,0,2,3,2,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,3,7,0,0.10714285714285714,0.25,0.0,0.75,3,1.75,3,4,12,37,1.3214285714285714
Face Moisturizer,0.875,32,0,0,0,0,2,0,1,0,1,0,0,8,3,0,0,0,3,3,0,2,4,4,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,10,3,0.03125,0.3125,0.09375,0.5,3,0.8,3,3,11,33,1.03125
Face Serum,0.95,37,0,0,0,0,3,0,0,1,2,0,0,8,4,0,0,0,6,2,3,1,5,2,0,0,4,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,8,5,0.02702702702702703,0.21621621621621623,0.13513513513513514,1.0,3,1.5714285714285714,3,3,12,41,1.1081081081081081
Brightening Treatment,0.95,40,0,0,0,0,5,0,2,0,0,0,0,11,5,0,0,0,6,2,2,1,4,2,0,0,6,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,4,4,0.05,0.1,0.1,0.8181818181818182,3,1.5454545454545454,3,4,11,46,1.15
Face Moisturizer,1.0,40,0,0,0,0,2,0,3,0,0,0,0,12,3,0,0,0,2,2,0,5,3,2,0,0,6,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,10,2,0.025,0.25,0.05,1.3,4,2.1,4,7,10,40,1.0
Face Serum,0.95,22,0,0,0,0,4,0,0,1,0,0,0,12,1,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,11,1,0.0,0.5,0.045454545454545456,1.1666666666666667,3,2.3333333333333335,3,5,7,24,1.0909090909090908
Face Moisturizer,0.95,31,0,0,0,0,2,0,1,1,2,0,0,9,3,0,0,0,2,1,0,1,5,0,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,2,2,0,0.06451612903225806,0.06451612903225806,0.0,1.25,3,1.75,3,3,11,30,0.967741935483871
Face Serum,0.95,45,0,0,0,0,8,0,0,1,2,0,0,11,2,0,0,0,2,3,4,3,2,2,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,17,1,0.022222222222222223,0.37777777777777777,0.022222222222222223,1.0,3,1.5714285714285714,5,4,12,43,0.9555555555555556
Face Serum,0.95,21,0,0,2,0,4,0,0,2,1,0,0,5,1,0,2,0,2,2,2,1,3,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,5,3,0,0.23809523809523808,0.14285714285714285,0.0,1.0,3,1.2,3,3,14,30,1.4285714285714286
Face Moisturizer,1.0,28,0,0,0,0,2,0,0,0,0,5,0,9,4,0,0,0,3,1,0,1,3,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,5,0,0.0,0.17857142857142858,0.0,0.6,3,1.3,4,4,9,34,1.2142857142857142
Face Moisturizer,1.0,23,0,0,0,0,2,0,0,0,1,0,0,13,1,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,8,0,0.043478260869565216,0.34782608695652173,0.0,0.7142857142857143,3,2.4285714285714284,4,5,8,23,1.0
Face Moisturizer,0.875,50,0,0,0,0,3,0,2,1,1,0,0,15,4,0,0,0,3,5,0,2,4,7,0,0,5,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,13,1,0.02,0.26,0.02,0.875,3,1.125,3,3,12,52,1.04
Face Mask,0.95,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,2,0.0,0.14285714285714285,0.09523809523809523,0.0,0,0.25,1,0,6,15,0.7142857142857143
Face Moisturizer,0.8,27,0,0,0,0,2,0,2,0,1,2,0,9,4,0,1,0,1,1,0,1,1,3,0,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,7,0,0.07407407407407407,0.25925925925925924,0.0,0.9,3,1.3,3,4,13,31,1.1481481481481481
Face Serum,0.95,39,0,0,1,0,2,0,1,2,2,0,0,7,1,0,0,0,11,1,1,2,8,2,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,7,11,0.05128205128205128,0.1794871794871795,0.28205128205128205,1.25,3,1.5,3,3,14,45,1.1538461538461537
Face Moisturizer,0.875,65,0,0,0,0,10,0,4,6,1,0,0,19,8,0,1,0,3,4,2,2,4,9,0,0,4,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,5,18,1,0.07692307692307693,0.27692307692307694,0.015384615384615385,0.75,3,1.1666666666666667,3,4,14,77,1.1846153846153846
Face Serum,0.95,21,0,0,0,0,5,0,0,1,0,0,0,6,1,0,0,0,2,2,0,2,2,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,10,0,0.047619047619047616,0.47619047619047616,0.0,0.8333333333333334,3,2.0,3,5,10,25,1.1904761904761905
Face Serum,1.0,67,0,0,0,0,5,0,9,3,2,1,0,12,7,0,4,0,3,4,0,2,4,1,1,0,10,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,5,9,3,0.07462686567164178,0.13432835820895522,0.04477611940298507,0.6923076923076923,3,1.6153846153846154,4,6,15,68,1.0149253731343284
Face Serum,1.0,46,0,0,1,0,5,0,1,2,0,0,0,12,3,0,0,0,8,6,2,6,6,5,0,0,6,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,14,3,0.043478260869565216,0.30434782608695654,0.06521739130434782,0.2857142857142857,2,1.0,3,1,13,63,1.3695652173913044
Face Serum,1.0,76,0,0,1,0,8,0,4,5,3,0,0,20,14,0,0,0,2,3,3,3,7,3,0,0,7,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,17,0,0.02631578947368421,0.2236842105263158,0.0,0.6428571428571429,3,1.2857142857142858,3,3,14,83,1.0921052631578947
Face Serum,0.95,47,0,0,0,0,3,0,2,2,1,0,0,5,2,0,0,0,5,8,0,1,7,1,0,0,7,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,8,3,0.02127659574468085,0.1702127659574468,0.06382978723404255,1.2857142857142858,4,1.7142857142857142,4,5,12,44,0.9361702127659575
Face Moisturizer,1.0,26,0,0,0,0,4,0,2,0,1,0,0,7,3,0,0,0,4,3,0,2,2,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,6,1,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.5714285714285714,2,1.4285714285714286,3,1,11,32,1.2307692307692308
Face Serum,0.95,18,0,0,0,0,5,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,1,0.0,0.6111111111111112,0.05555555555555555,1.0,3,2.4285714285714284,3,6,5,20,1.1111111111111112
Face Moisturizer,1.0,33,0,0,0,0,5,0,1,1,1,0,0,13,2,0,0,0,4,2,0,4,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,2,12,2,0.06060606060606061,0.36363636363636365,0.06060606060606061,0.875,3,1.375,3,3,11,36,1.0909090909090908
Brightening Treatment,0.95,47,0,0,1,0,6,0,1,2,2,0,0,17,3,0,0,0,3,4,6,4,2,4,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,4,15,1,0.0851063829787234,0.3191489361702128,0.02127659574468085,0.9090909090909091,3,2.0,5,6,14,59,1.2553191489361701
Face Moisturizer,1.0,32,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,1,0,1,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,11,8,0.0,0.34375,0.25,1.0,3,2.4285714285714284,3,6,8,38,1.1875
Face Moisturizer,0.8,42,0,0,0,0,5,0,0,2,0,0,0,17,6,0,0,0,2,2,0,5,4,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,2,10,0,0.047619047619047616,0.23809523809523808,0.0,0.46153846153846156,3,1.2307692307692308,3,4,9,47,1.119047619047619
Face Moisturizer,1.0,45,0,0,0,0,5,0,2,3,2,0,0,14,4,0,0,0,2,1,1,3,3,2,0,0,6,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,10,0,0.06666666666666667,0.2222222222222222,0.0,0.7,3,1.3,3,3,13,48,1.0666666666666667
Face Moisturizer,1.0,24,0,0,0,0,0,0,2,0,0,1,0,5,3,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,2,6,0,0.08333333333333333,0.25,0.0,0.5,2,0.75,3,1,9,18,0.75
Conditioner,0.95,21,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,8,0,0.047619047619047616,0.38095238095238093,0.0,1.0,3,2.0,3,3,7,20,0.9523809523809523
Face Moisturizer,1.0,39,0,0,0,0,7,0,1,0,0,0,0,17,0,0,0,0,15,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,9,0.0,0.23076923076923078,0.23076923076923078,1.6666666666666667,3,2.0,3,3,6,46,1.1794871794871795
Face Moisturizer,1.0,39,0,0,0,0,2,0,2,0,3,0,0,11,6,0,1,0,3,0,0,4,2,4,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,2,15,0,0.05128205128205128,0.38461538461538464,0.0,0.6666666666666666,3,1.3333333333333333,3,3,11,42,1.0769230769230769
Face Serum,0.95,34,0,0,1,0,5,0,0,1,1,0,0,7,4,0,0,0,2,2,3,2,4,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,7,0,0.058823529411764705,0.20588235294117646,0.0,0.6666666666666666,3,1.4444444444444444,3,4,13,35,1.0294117647058822
Face Mask,0.95,16,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,3,2,1,4,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,2,5,1,0.125,0.3125,0.0625,0.0,0,0.6666666666666666,2,0,10,22,1.375
Brightening Treatment,0.95,18,0,0,0,0,2,0,1,0,1,0,0,4,1,0,0,0,0,1,2,2,2,0,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,4,0,0.05555555555555555,0.2222222222222222,0.0,0.42857142857142855,2,1.4285714285714286,4,1,10,20,1.1111111111111112
Sunscreen,0.95,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.0,0.14285714285714285,0.14285714285714285,0.0,0,0.0,0,0,2,7,1.0
Brightening Treatment,0.95,26,0,0,1,0,3,0,2,1,0,2,0,7,3,0,0,0,0,1,2,1,2,2,1,0,4,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,8,0,0.038461538461538464,0.3076923076923077,0.0,0.125,1,1.625,4,2,14,32,1.2307692307692308
Face Serum,0.8,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0.07692307692307693,0.07692307692307693,0.0,0.0,0,0.0,0,0,5,8,0.6153846153846154
Sunscreen,0.95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0.0,0.3333333333333333,0.16666666666666666,0.0,0,0.0,0,0,2,6,1.0
Exfoliant/Scrub,0.95,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,4,2,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0,0.0,0,0,6,9,0.5294117647058824
Face Serum,1.0,21,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,7,4,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,10,0,0.047619047619047616,0.47619047619047616,0.0,0.0,0,0.5,1,0,9,21,1.0
Face Moisturizer,0.95,13,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,2,1,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,3,0,0.0,0.23076923076923078,0.0,1.2857142857142858,3,2.0,5,5,8,15,1.1538461538461537
Sunscreen,0.95,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0.0,0.42857142857142855,0.14285714285714285,0.0,0,0.0,0,0,3,7,1.0
Face Moisturizer,0.75,17,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,1,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,3,1,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.2,1,0.6,2,0,9,15,0.8823529411764706
Face Toner,0.95,19,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,2,2,1,6,2,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,3,1,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0,0,0.5,1,0,10,22,1.1578947368421053
Face Cleanser,0.95,21,0,0,1,0,0,0,3,0,0,1,0,1,2,0,2,0,2,5,0,1,2,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,3,1,2,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.0,0,0.0,0,0,12,23,1.0952380952380953
Face Moisturizer,0.8,17,0,0,0,0,1,0,2,0,0,1,0,4,1,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,6,0,0.058823529411764705,0.35294117647058826,0.0,0.0,0,1.25,2,0,11,17,1.0
Face Moisturizer,0.875,21,0,0,0,0,0,0,2,0,1,0,0,7,4,0,0,0,1,1,0,5,3,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,4,0,0.047619047619047616,0.19047619047619047,0.0,0.4166666666666667,3,1.3333333333333333,5,3,9,26,1.2380952380952381
Face Moisturizer,1.0,31,0,0,0,0,3,0,2,0,1,0,0,5,4,0,0,0,7,5,1,0,5,1,0,0,8,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,5,0.03225806451612903,0.03225806451612903,0.16129032258064516,0.75,2,1.25,4,1,11,42,1.3548387096774193
Face Serum,0.95,23,0,0,1,0,1,0,1,1,1,0,0,7,3,0,0,0,0,2,1,4,4,0,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,2,4,0,0.08695652173913043,0.17391304347826086,0.0,0.45454545454545453,3,1.5454545454545454,3,4,12,29,1.2608695652173914
Face Moisturizer,0.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.0,0.25,0.25,0.0,0,0.0,0,0,2,4,1.0
Face Serum,0.95,15,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,3,0,0.06666666666666667,0.2,0.0,0.3333333333333333,2,0.8333333333333334,2,0,9,15,1.0
Face Serum,0.8,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,2,0,0.07142857142857142,0.14285714285714285,0.0,0.0,0,0.8,1,0,7,11,0.7857142857142857
Body Moisturizer,0.95,20,0,0,0,0,2,0,1,0,1,0,0,5,2,0,0,0,1,3,0,2,1,0,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,3,1,0.0,0.15,0.05,0.5555555555555556,2,1.1111111111111112,2,0,10,22,1.1
Sunscreen,1.0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0.0,0.4444444444444444,0.0,0.0,0,0.0,0,0,3,10,1.1111111111111112
Face Serum,0.805,13,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,2,2,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,4,2,0.0,0.3076923076923077,0.15384615384615385,0.0,0,1.0,1,0,10,16,1.2307692307692308
